"","playing_team_1","playing_team_2","won_1","won_2","goals1","shots1","hits1","pim1","powerPlayOpportunities1","powerPlayGoals1","giveaways1","takeaways1","faceOffWinPercentage1","goals2","shots2","hits2","pim2","powerPlayOpportunities2","powerPlayGoals2","giveaways2","takeaways2","faceOffWinPercentage2","count","wins","REG_1_team","REG_2_team","OT_1_team","OT_2_team","SO_1_team","SO_2_team"
"1",1,11,2,8,17,348,269,61,25,3,104,56,50.42,30,304,178,63,25,4,124,42,49.58,10,2,1,7,1,1,0,0
"2",1,12,15,6,72,601,451,190,53,13,196,105,46.8571428571429,44,614,456,169,70,13,201,117,53.1428571428571,21,15,11,4,4,2,0,0
"3",1,14,3,7,21,277,293,86,34,4,112,38,52.33,33,303,364,84,35,8,109,52,47.67,10,3,2,6,0,0,1,1
"4",1,15,7,3,31,271,258,130,36,9,118,55,49.16,29,327,245,117,36,10,113,73,50.84,10,7,5,3,2,0,0,0
"5",1,18,3,7,26,310,235,87,28,3,111,67,50.46,28,296,276,108,28,1,81,72,49.54,10,3,3,4,0,2,0,1
"6",1,20,8,2,36,317,179,64,30,6,86,61,52.47,23,329,234,60,32,8,104,58,47.53,10,8,6,1,2,1,0,0
"7",1,21,5,5,24,270,184,102,19,5,110,61,53.02,27,322,273,66,37,5,108,55,46.98,10,5,4,4,0,1,1,0
"8",1,24,7,11,38,512,415,208,62,8,166,126,50.6833333333333,54,512,452,176,64,13,186,94,49.3166666666667,18,7,5,9,1,0,1,2
"9",1,25,3,7,25,288,235,97,24,6,125,66,50.11,28,300,289,75,35,5,134,64,49.89,10,3,3,5,0,1,0,1
"10",1,26,11,7,51,494,422,142,45,5,191,163,46.4666666666667,36,537,430,110,56,7,180,144,53.5333333333333,18,11,10,6,0,1,1,0
"11",1,27,5,5,31,353,175,80,33,7,77,72,52.93,30,263,239,94,26,3,93,58,47.07,10,5,5,5,0,0,0,0
"12",1,28,4,6,29,317,244,91,31,6,71,41,47.24,34,264,291,88,29,12,70,48,52.76,10,4,3,6,1,0,0,0
"13",1,29,1,9,11,269,229,130,29,3,137,53,48.44,34,311,213,116,36,9,136,80,51.56,10,1,1,9,0,0,0,0
"14",1,30,19,18,95,1265,1031,582,142,23,412,252,49.1108108108108,105,1167,1350,624,124,23,393,217,50.8891891891892,37,19,13,13,4,3,2,2
"15",1,31,17,17,83,1011,784,416,107,13,325,202,50.9088235294118,89,1053,956,363,118,27,369,161,49.0911764705882,34,17,11,10,2,4,4,3
"16",1,32,5,5,28,322,241,133,43,10,124,63,47.41,25,341,322,161,35,5,113,46,52.59,10,5,4,4,0,0,1,1
"17",1,33,13,11,58,752,582,254,77,14,223,150,49.1375,53,710,647,227,71,10,243,150,50.8625,24,13,9,9,3,1,1,1
"18",1,34,4,6,19,320,244,85,28,3,103,85,45.37,21,301,246,77,28,8,114,62,54.63,10,4,1,2,3,1,0,3
"19",1,35,8,5,45,398,241,128,50,12,137,65,51.8461538461538,34,366,389,190,39,6,131,67,48.1538461538462,13,8,7,4,1,1,0,0
"20",1,36,8,7,34,469,317,148,50,12,164,60,48.82,44,425,469,131,51,12,138,83,51.18,15,8,6,6,1,1,1,0
"21",1,37,2,8,22,292,187,84,21,4,83,57,52.35,35,275,167,55,29,5,67,48,47.65,10,2,2,8,0,0,0,0
"22",1,38,1,1,6,61,46,8,4,1,23,15,51.65,8,65,40,8,4,1,27,14,48.35,2,1,1,1,0,0,0,0
"23",1,5,17,9,72,832,684,413,90,16,306,160,49.1961538461538,72,807,848,404,97,19,297,167,50.8038461538462,26,17,12,8,2,1,3,0
"24",10,1,12,18,62,890,930,317,94,13,417,206,48.61,71,880,787,327,99,11,368,176,51.39,30,12,10,14,2,3,0,1
"25",10,11,5,5,19,302,257,54,20,4,120,76,48.36,24,313,151,44,25,5,103,67,51.64,10,5,3,5,2,0,0,0
"26",10,12,9,6,32,484,283,118,48,7,140,103,47.9933333333333,24,466,272,106,54,9,142,94,52.0066666666667,15,9,4,2,5,3,0,1
"27",10,14,6,9,38,415,457,117,50,8,158,91,46.22,41,523,476,139,40,7,198,78,53.78,15,6,6,4,0,5,0,0
"28",10,15,5,5,29,312,255,75,22,6,108,75,49.33,24,326,207,72,30,5,98,70,50.67,10,5,5,3,0,1,0,1
"29",10,16,19,14,88,1001,936,394,106,17,319,234,48.5212121212121,77,991,896,429,96,21,320,166,51.4787878787879,33,19,17,13,0,0,2,1
"30",10,17,20,23,112,1270,1351,368,146,26,396,289,49.0883720930233,124,1374,1139,433,130,28,376,244,50.9116279069767,43,20,14,17,5,2,1,4
"31",10,18,4,6,29,290,219,103,33,8,92,80,49.67,26,297,206,97,36,9,59,57,50.33,10,4,4,4,0,1,0,1
"32",10,19,14,4,60,600,382,150,49,15,160,116,51.9111111111111,37,521,390,159,55,8,134,102,48.0888888888889,18,14,11,4,2,0,1,0
"33",10,20,7,3,40,292,190,67,27,6,108,67,46.65,27,329,183,86,24,4,84,66,53.35,10,7,4,2,2,0,1,1
"34",10,21,8,2,35,303,164,92,28,5,114,69,51.18,23,308,191,100,29,6,111,78,48.82,10,8,7,1,0,1,1,0
"35",10,24,20,18,88,1176,1108,274,126,17,406,308,47.7368421052632,86,1175,1058,352,103,21,376,261,52.2631578947368,38,20,17,13,2,4,1,1
"36",10,25,7,3,33,292,215,60,24,6,128,109,50.41,22,292,234,50,29,4,113,60,49.59,10,7,7,3,0,0,0,0
"37",10,26,20,4,78,738,591,152,73,20,247,252,43.3833333333333,43,731,494,164,68,9,224,201,56.6166666666667,24,20,15,4,1,0,4,0
"38",10,27,5,5,32,330,201,74,31,7,57,86,48.26,23,295,235,80,28,4,61,89,51.74,10,5,5,3,0,0,0,2
"39",10,28,9,1,37,301,234,88,28,10,88,73,48.5,21,321,235,92,31,8,76,59,51.5,10,9,7,1,1,0,1,0
"40",10,29,5,5,32,296,222,59,28,6,106,68,50.61,33,332,184,79,22,6,112,73,49.39,10,5,5,4,0,1,0,0
"41",10,30,10,14,64,785,662,241,71,9,275,159,48.3208333333333,63,736,647,256,63,8,267,155,51.6791666666667,24,10,8,11,1,2,1,1
"42",10,31,12,13,71,745,629,257,83,15,227,181,49.628,73,762,542,273,82,21,226,154,50.372,25,12,10,12,2,1,0,0
"43",10,32,6,4,31,295,235,103,24,3,92,61,47.01,28,316,228,79,31,4,95,54,52.99,10,6,5,4,1,0,0,0
"44",10,33,11,7,63,617,397,140,52,11,128,135,50.7944444444444,47,550,377,144,50,14,152,128,49.2055555555556,18,11,8,4,2,0,1,3
"45",10,34,6,4,26,277,217,78,24,5,91,75,47.56,24,280,203,74,31,5,78,80,52.44,10,6,5,4,0,0,1,0
"46",10,35,6,7,30,389,293,102,34,4,152,87,50.2076923076923,34,395,314,94,38,3,148,71,49.7923076923077,13,6,6,6,0,0,0,1
"47",10,36,12,9,63,664,392,195,61,10,170,144,49.352380952381,63,662,468,182,58,5,146,122,50.647619047619,21,12,10,8,1,0,1,1
"48",10,37,5,5,29,287,193,75,27,5,95,51,46.91,32,276,157,60,23,6,82,57,53.09,10,5,5,5,0,0,0,0
"49",10,38,1,1,7,67,24,8,7,2,21,23,56.25,6,68,36,14,4,0,27,23,43.75,2,1,1,1,0,0,0,0
"50",10,5,10,8,58,629,470,142,52,4,224,152,47.0555555555556,56,536,452,144,53,12,195,151,52.9444444444444,18,10,7,7,0,1,3,0
"51",10,6,11,12,59,672,656,247,77,12,236,184,44.5391304347826,67,763,600,268,64,8,210,148,55.4608695652174,23,11,7,11,3,1,1,0
"52",11,12,13,8,59,660,376,191,68,15,166,142,49.1190476190476,46,623,550,171,67,5,150,119,50.8809523809524,21,13,8,6,3,0,2,2
"53",11,14,17,13,88,863,711,186,102,18,259,180,47.1233333333333,82,869,1115,238,81,14,265,123,52.8766666666667,30,17,15,9,2,4,0,0
"54",11,15,16,11,86,890,430,233,100,20,243,189,50.5555555555556,79,808,733,273,82,15,272,211,49.4444444444444,27,16,10,9,3,1,3,1
"55",11,18,20,22,121,1282,854,468,121,27,248,265,49.6690476190476,108,1294,1352,450,131,24,188,296,50.3309523809524,42,20,16,12,4,6,0,4
"56",11,20,8,10,50,598,236,139,60,11,133,128,52.8888888888889,54,507,411,171,50,9,102,118,47.1111111111111,18,8,6,6,1,2,1,2
"57",11,21,10,8,50,567,245,116,46,9,155,153,51.0833333333333,39,530,413,110,49,7,176,160,48.9166666666667,18,10,9,1,0,6,1,1
"58",11,25,13,5,64,578,349,116,57,13,166,156,53.6222222222222,44,535,528,152,39,13,209,147,46.3777777777778,18,13,9,4,3,1,1,0
"59",11,27,12,14,73,930,395,167,70,13,159,202,49.0576923076923,80,747,719,165,68,20,158,196,50.9423076923077,26,12,10,11,2,3,0,0
"60",11,28,14,4,73,640,279,173,77,21,105,119,51.7833333333333,46,522,530,230,68,12,103,101,48.2166666666667,18,14,12,2,1,0,1,2
"61",11,29,10,8,53,569,318,155,43,4,208,150,49.3166666666667,39,587,501,145,51,7,198,143,50.6833333333333,18,10,9,5,1,0,0,3
"62",11,32,12,13,66,811,548,166,85,15,259,197,49.672,61,781,905,275,59,10,245,152,50.328,25,12,8,9,4,2,0,2
"63",11,34,22,16,101,1234,708,344,111,17,348,339,49.0921052631579,104,1216,1121,322,114,23,355,293,50.9078947368421,38,22,15,15,5,1,2,0
"64",11,35,13,11,66,766,373,170,64,7,241,164,51.0291666666667,60,713,756,182,63,12,206,162,48.9708333333333,24,13,11,11,2,0,0,0
"65",11,36,9,5,43,447,234,125,46,7,92,89,50.5571428571429,31,373,437,157,36,6,74,83,49.4428571428571,14,9,7,3,1,1,1,1
"66",11,37,24,18,114,1277,703,316,106,17,259,255,50.6690476190476,98,1237,1039,282,121,17,261,268,49.3309523809524,42,24,20,15,3,1,1,2
"67",11,38,0,3,8,94,58,33,7,1,13,19,51.7666666666667,14,113,69,21,13,2,24,49,48.2333333333333,3,0,0,3,0,0,0,0
"68",12,14,7,6,29,357,274,102,46,7,122,53,49.4923076923077,29,425,387,108,43,9,90,38,50.5076923076923,13,7,6,6,0,0,1,0
"69",12,15,7,6,41,373,221,121,49,9,100,82,49.4307692307692,36,388,273,133,43,7,115,94,50.5692307692308,13,7,5,5,2,1,0,0
"70",12,18,7,8,30,392,252,162,58,6,90,76,52.2066666666667,38,413,347,167,50,11,69,89,47.7933333333333,15,7,3,7,3,1,1,0
"71",12,20,9,4,40,367,201,111,44,11,79,68,52.5307692307692,28,372,238,111,43,6,105,67,47.4692307692308,13,9,7,2,2,0,0,2
"72",12,21,5,8,38,412,198,159,42,12,99,78,54.0692307692308,43,350,241,158,43,8,118,91,45.9307692307692,13,5,4,6,1,2,0,0
"73",12,25,9,4,38,374,228,89,45,11,104,79,55.7,26,357,282,119,36,6,122,72,44.3,13,9,6,4,2,0,1,0
"74",12,27,7,6,35,399,235,106,41,11,89,93,50.5923076923077,29,381,327,105,41,6,82,74,49.4076923076923,13,7,6,2,1,2,0,2
"75",12,28,8,5,42,433,265,113,53,14,87,62,45.7384615384615,37,387,342,135,42,6,66,89,54.2615384615385,13,8,6,4,1,1,1,0
"76",12,29,5,8,25,398,266,94,38,2,134,64,47.2923076923077,33,365,260,130,32,4,136,96,52.7076923076923,13,5,3,6,0,0,2,2
"77",12,32,9,11,49,550,432,206,70,10,199,93,51.025,56,618,501,235,66,10,153,84,48.975,20,9,6,9,3,1,0,1
"78",12,34,10,4,47,418,243,132,46,11,116,89,50.4142857142857,32,426,271,130,53,13,122,88,49.5857142857143,14,10,9,3,1,1,0,0
"79",12,35,4,6,30,324,189,81,37,7,96,39,50.15,32,320,221,97,34,4,91,66,49.85,10,4,3,4,0,0,1,2
"80",12,36,5,15,38,640,364,202,70,11,119,108,50.47,52,604,498,210,67,15,116,120,49.53,20,5,3,10,0,2,2,3
"81",12,37,7,6,36,359,225,114,35,12,83,64,47.7076923076923,41,365,229,92,46,13,70,63,52.2923076923077,13,7,4,5,1,1,2,0
"82",12,38,1,1,6,55,37,21,4,0,19,25,51.15,7,59,33,15,7,0,18,23,48.85,2,1,1,1,0,0,0,0
"83",14,28,14,14,83,983,878,257,108,27,208,82,52.4142857142857,68,772,851,289,92,17,197,130,47.5857142857143,28,14,13,10,1,2,0,2
"84",14,29,22,25,115,1365,1775,564,154,30,525,201,49.436170212766,116,1369,1490,509,168,31,590,306,50.563829787234,47,22,18,21,4,2,0,2
"85",14,35,7,8,44,472,396,155,52,12,178,61,54.6866666666667,39,417,440,168,51,11,192,90,45.3133333333333,15,7,6,4,1,1,0,3
"86",14,36,10,3,43,412,355,145,38,7,122,43,48.8846153846154,30,327,401,146,36,7,97,54,51.1153846153846,13,10,7,2,3,0,0,1
"87",14,37,9,9,47,506,430,143,46,9,140,57,49.9722222222222,45,463,396,131,47,9,139,90,50.0277777777778,18,9,4,6,4,1,1,2
"88",14,38,2,6,14,261,350,56,25,4,103,49,50.1375,17,291,320,56,25,1,77,73,49.8625,8,2,1,4,1,2,0,0
"89",15,14,12,8,60,531,486,168,65,11,224,99,47.53,51,628,599,164,62,11,176,103,52.47,20,12,11,6,1,2,0,0
"90",15,28,14,5,58,565,384,205,61,13,135,107,50.8157894736842,40,582,473,181,71,6,122,108,49.1842105263158,19,14,12,5,1,0,1,0
"91",15,29,11,8,59,547,427,183,57,11,235,142,49.4947368421053,49,579,388,153,62,11,202,154,50.5052631578947,19,11,9,5,0,2,2,1
"92",15,35,9,14,64,726,466,264,96,26,279,130,51.5260869565217,84,708,545,291,81,19,239,175,48.4739130434783,23,9,8,13,0,0,1,1
"93",15,36,3,10,28,429,239,133,40,4,94,77,51.0538461538462,38,357,303,139,37,8,72,95,48.9461538461538,13,3,2,8,1,1,0,1
"94",15,37,15,17,98,1004,627,280,108,25,289,200,51.8125,97,917,568,386,86,21,193,217,48.1875,32,15,11,13,4,3,0,1
"95",15,38,1,2,7,115,55,26,10,1,32,19,51.7333333333333,7,103,59,24,11,1,35,23,48.2666666666667,3,1,1,2,0,0,0,0
"96",16,1,10,8,52,540,485,225,65,14,184,84,51.3,48,492,415,236,60,11,188,96,48.7,18,10,8,5,1,1,1,2
"97",16,11,6,4,25,313,260,121,34,7,70,50,53.03,28,311,204,117,36,8,92,68,46.97,10,6,5,4,1,0,0,0
"98",16,12,10,5,49,474,373,166,51,14,105,63,49.7533333333333,38,454,306,152,52,8,138,90,50.2466666666667,15,10,6,3,3,0,1,2
"99",16,14,4,6,17,291,297,66,37,5,93,34,49.6,19,331,335,90,30,2,106,43,50.4,10,4,3,4,1,1,0,1
"100",16,15,4,6,23,292,256,132,36,9,90,38,53.12,28,309,259,117,30,4,88,64,46.88,10,4,2,5,2,1,0,0
"101",16,17,14,17,94,922,987,359,111,25,214,139,52.7451612903226,107,963,886,345,108,24,266,183,47.2548387096774,31,14,12,14,2,3,0,0
"102",16,18,6,4,26,277,292,72,31,4,49,58,50.69,18,296,288,82,25,4,57,63,49.31,10,6,6,2,0,0,0,2
"103",16,19,11,7,53,593,385,231,67,16,110,84,49.7166666666667,44,523,442,243,64,15,121,104,50.2833333333333,18,11,10,5,0,1,1,1
"104",16,20,5,5,22,293,297,97,31,6,80,51,51.81,30,327,209,87,30,5,86,59,48.19,10,5,3,5,0,0,2,0
"105",16,21,5,5,30,301,202,81,28,5,83,59,53.6,27,302,233,112,27,7,102,97,46.4,10,5,5,2,0,3,0,0
"106",16,24,16,14,78,891,879,536,108,17,271,181,51.79,85,840,814,466,112,28,280,227,48.21,30,16,9,12,5,1,2,1
"107",16,25,6,4,32,309,246,101,36,8,87,57,54.43,33,300,254,115,32,5,122,69,45.57,10,6,5,3,0,1,1,0
"108",16,26,13,12,73,726,670,259,65,13,214,175,47.44,70,744,538,197,87,14,218,201,52.56,25,13,7,8,6,1,0,3
"109",16,27,6,4,29,312,213,79,36,9,59,59,50.23,24,333,293,101,29,4,69,62,49.77,10,6,6,2,0,1,0,1
"110",16,28,4,6,29,343,272,150,37,9,83,39,49.71,32,281,311,133,34,5,75,48,50.29,10,4,2,4,0,2,2,0
"111",16,29,3,7,21,268,261,132,29,6,114,52,50.22,27,303,216,86,42,11,133,92,49.78,10,3,2,5,1,1,0,1
"112",16,30,10,8,48,612,475,249,58,9,171,101,48.2444444444444,41,547,537,242,59,10,189,119,51.7555555555556,18,10,7,4,1,0,2,4
"113",16,31,6,12,50,563,434,198,67,15,114,103,50.7777777777778,63,470,390,188,57,13,175,124,49.2222222222222,18,6,6,10,0,1,0,1
"114",16,32,1,9,25,337,249,109,48,9,98,49,46.98,37,288,267,151,26,5,89,55,53.02,10,1,0,6,1,0,0,3
"115",16,33,9,9,46,591,462,212,66,10,147,107,50.0888888888889,41,590,435,221,68,11,117,117,49.9111111111111,18,9,7,6,1,0,1,3
"116",16,34,5,5,27,287,214,91,36,7,80,49,50.04,26,326,238,81,36,9,68,58,49.96,10,5,2,3,1,0,2,2
"117",16,35,9,4,39,386,349,156,44,9,127,77,50.3769230769231,27,400,409,147,49,6,137,84,49.6230769230769,13,9,7,2,2,0,0,2
"118",16,36,6,15,51,641,516,199,75,11,151,96,53.0142857142857,61,627,581,232,59,15,125,127,46.9857142857143,21,6,5,9,1,3,0,3
"119",16,37,6,4,24,313,199,71,22,4,55,47,52.23,20,260,191,57,29,4,77,57,47.77,10,6,5,4,1,0,0,0
"120",16,38,1,1,6,58,36,6,4,1,8,8,59.7,4,68,41,8,3,2,22,11,40.3,2,1,1,1,0,0,0,0
"121",16,5,9,9,55,619,552,149,55,10,172,133,52.1777777777778,56,493,546,172,50,9,183,142,47.8222222222222,18,9,7,7,2,2,0,0
"122",16,6,6,12,40,506,528,180,60,11,174,102,49.6833333333333,56,595,491,216,55,17,144,124,50.3166666666667,18,6,3,10,2,1,1,1
"123",17,1,13,5,64,587,522,170,65,18,163,92,48.2,47,551,428,179,54,7,116,81,51.8,18,13,9,4,3,0,1,1
"124",17,11,1,9,15,319,361,86,23,2,74,61,50.23,36,338,186,52,29,3,85,65,49.77,10,1,1,6,0,1,0,2
"125",17,12,8,7,54,492,380,178,51,13,101,72,51.02,50,440,343,143,47,7,109,66,48.98,15,8,7,5,0,2,1,0
"126",17,14,5,5,23,294,295,64,41,6,86,40,48.62,17,326,383,103,27,4,71,31,51.38,10,5,4,2,1,2,0,1
"127",17,15,3,7,23,315,259,80,36,5,73,47,48.81,25,283,232,109,33,8,74,62,51.19,10,3,3,6,0,0,0,1
"128",17,18,4,6,25,301,269,84,38,4,61,62,49.84,26,293,284,138,21,3,32,61,50.16,10,4,3,4,1,2,0,0
"129",17,19,15,3,66,643,384,148,58,15,109,85,53.0055555555556,34,553,517,199,51,8,84,88,46.9944444444444,18,15,13,2,1,0,1,1
"130",17,20,6,4,26,343,254,78,35,6,50,48,50.14,30,289,212,104,22,4,53,56,49.86,10,6,4,4,0,0,2,0
"131",17,21,5,5,27,301,199,93,27,2,89,72,52.93,24,299,211,71,37,4,68,92,47.07,10,5,4,2,1,1,0,2
"132",17,24,25,18,122,1305,1231,492,147,31,378,296,49.8209302325581,123,1329,1349,465,154,31,356,287,50.1790697674419,43,25,20,15,4,3,1,0
"133",17,25,8,2,29,327,274,76,30,7,103,64,47.58,21,305,245,78,29,7,108,75,52.42,10,8,6,0,1,1,1,1
"134",17,26,16,8,75,746,650,210,55,11,171,227,49.0958333333333,54,726,612,176,72,13,150,258,50.9041666666667,24,16,14,7,1,1,1,0
"135",17,27,5,5,22,339,211,93,32,5,57,72,50.47,22,287,251,77,40,6,36,62,49.53,10,5,3,4,1,1,1,0
"136",17,28,6,4,33,328,240,96,43,8,58,37,51.23,18,282,330,109,31,2,50,52,48.77,10,6,6,3,0,1,0,0
"137",17,29,10,6,46,507,412,125,44,10,181,112,52.025,31,500,474,121,51,6,193,135,47.975,16,10,8,4,1,1,1,1
"138",17,30,21,9,97,1019,812,351,111,21,246,189,48.19,68,918,955,376,101,16,228,175,51.81,30,21,17,4,2,3,2,2
"139",17,31,16,9,95,856,660,255,93,29,197,141,51.744,79,668,675,302,79,22,159,149,48.256,25,16,14,7,2,2,0,0
"140",17,32,7,3,34,304,272,83,29,6,96,59,49.91,25,305,281,99,26,6,79,48,50.09,10,7,6,3,0,0,1,0
"141",17,33,12,6,62,580,455,199,59,15,97,92,50.5,45,585,462,161,67,12,110,102,49.5,18,12,10,4,2,0,0,2
"142",17,34,11,5,49,446,404,239,58,9,119,91,50.69375,33,446,465,264,55,9,97,87,49.30625,16,11,10,4,1,0,0,1
"143",17,35,10,3,45,433,333,187,34,10,109,61,52.1769230769231,35,379,421,172,36,3,92,76,47.8230769230769,13,10,7,3,2,0,1,0
"144",17,36,22,10,106,1067,836,342,115,30,202,144,49.1,84,1053,1212,418,101,16,129,184,50.9,32,22,17,5,3,4,2,1
"145",17,37,6,4,34,322,183,104,32,11,55,37,48.11,28,302,186,90,38,7,56,61,51.89,10,6,6,4,0,0,0,0
"146",17,38,1,1,6,63,48,10,8,0,7,18,60.3,6,51,57,16,5,1,8,21,39.7,2,1,1,1,0,0,0,0
"147",17,5,11,7,55,645,546,187,62,15,194,135,50.5055555555556,49,524,544,176,63,12,163,124,49.4944444444444,18,11,8,5,1,1,2,1
"148",17,6,8,14,51,691,734,234,73,13,201,150,46.0772727272727,72,676,612,233,65,9,124,134,53.9227272727273,22,8,5,11,3,3,0,0
"149",18,14,10,14,54,669,719,295,83,13,148,98,52.0833333333333,60,689,780,266,98,12,198,136,47.9166666666667,24,10,7,12,2,1,1,1
"150",18,15,20,14,100,941,855,377,111,25,218,233,49.4529411764706,86,980,742,373,117,21,267,248,50.5470588235294,34,20,12,11,7,3,1,0
"151",18,20,10,8,47,551,371,182,56,6,65,106,52.55,40,443,328,190,52,6,102,98,47.45,18,10,7,5,1,2,2,1
