"","playing_team_1","playing_team_2","won_1","won_2","goals1","shots1","hits1","pim1","powerPlayOpportunities1","powerPlayGoals1","giveaways1","takeaways1","faceOffWinPercentage1","goals2","shots2","hits2","pim2","powerPlayOpportunities2","powerPlayGoals2","giveaways2","takeaways2","faceOffWinPercentage2","count","wins","REG_1_team","REG_2_team","OT_1_team","OT_2_team","SO_1_team","SO_2_team"
"307",26,33,9,10,43,605,406,181,53,8,183,174,50.7947368421053,49,596,419,188,50,10,172,170,49.2052631578947,19,9,8,9,1,0,0,1
"308",26,34,7,3,26,282,167,58,34,6,99,116,47.28,19,279,234,82,26,3,84,88,52.72,10,7,5,2,0,1,2,0
"309",26,35,5,9,33,419,291,112,54,11,149,100,54.7928571428571,38,407,413,126,42,5,147,121,45.2071428571429,14,5,5,7,0,2,0,0
"310",26,36,12,9,54,635,401,156,71,11,147,169,52.2952380952381,50,623,590,176,62,9,137,193,47.7047619047619,21,12,9,5,3,2,0,2
"311",26,37,2,8,23,321,177,46,34,6,80,85,50.78,35,278,172,70,22,5,64,91,49.22,10,2,1,5,0,1,1,2
"312",26,38,1,1,3,65,38,16,7,1,17,21,57.65,7,57,32,18,6,2,12,32,42.35,2,1,0,1,0,0,1,0
"313",27,14,5,13,34,488,498,174,65,13,126,91,50.9722222222222,53,561,499,180,56,8,150,80,49.0277777777778,18,5,4,10,1,1,0,2
"314",27,15,16,11,87,764,604,330,85,11,204,206,50.7777777777778,79,891,444,254,109,17,194,227,49.2222222222222,27,16,13,9,1,1,2,1
"315",27,20,8,11,50,591,398,141,68,13,108,135,50.0368421052632,55,560,320,185,51,10,108,145,49.9631578947368,19,8,6,9,2,1,0,1
"316",27,25,8,12,51,629,411,155,56,7,160,166,53.045,71,656,445,154,63,17,178,155,46.955,20,8,6,11,1,1,1,0
"317",27,28,10,8,52,558,440,214,61,15,89,109,49.8444444444444,47,555,430,232,62,8,61,121,50.1555555555556,18,10,7,6,2,2,1,0
"318",27,29,7,11,47,498,458,227,53,16,156,135,47.1222222222222,61,666,269,155,62,12,156,152,52.8777777777778,18,7,5,7,1,1,1,3
"319",27,32,7,11,48,513,443,206,63,13,146,131,48.3222222222222,48,592,363,189,55,8,107,130,51.6777777777778,18,7,7,7,0,4,0,0
"320",27,35,12,12,55,689,527,285,73,12,226,176,51.875,70,747,565,289,82,17,149,188,48.125,24,12,5,9,4,3,3,0
"321",27,36,6,7,38,362,270,138,41,11,71,86,50.1538461538462,31,446,303,136,43,4,57,80,49.8461538461538,13,6,4,4,2,3,0,0
"322",27,37,15,21,91,962,818,417,107,17,161,216,47.9638888888889,105,1181,652,373,106,15,115,303,52.0361111111111,36,15,10,17,3,2,2,2
"323",27,38,1,2,2,91,71,37,10,1,13,16,43.7,12,91,66,27,10,3,27,34,56.3,3,1,0,2,0,0,1,0
"324",28,38,1,4,10,152,138,36,15,1,33,38,43.22,16,172,110,32,17,4,50,45,56.78,5,1,1,2,0,2,0,0
"325",29,28,18,10,76,999,525,191,92,23,279,215,49.9,53,781,705,253,71,12,204,169,50.1,28,18,13,5,2,1,3,4
"326",29,35,8,7,46,466,270,148,64,14,201,96,52.2,41,429,391,190,45,13,185,96,47.8,15,8,8,5,0,1,0,1
"327",29,36,6,7,34,442,233,106,45,10,104,68,50.7230769230769,42,368,318,136,36,7,80,62,49.2769230769231,13,6,5,7,0,0,1,0
"328",29,37,8,10,48,536,341,139,55,12,147,116,51.6722222222222,47,503,322,152,41,6,157,109,48.3277777777778,18,8,6,7,2,2,0,1
"329",29,38,3,7,25,353,285,149,41,8,87,84,51.26,36,331,380,112,43,9,83,112,48.74,10,3,1,5,2,2,0,0
"330",30,11,3,7,28,309,317,97,32,7,82,72,48.35,36,376,178,96,38,10,106,59,51.65,10,3,2,5,1,0,0,2
"331",30,12,8,13,48,660,492,209,83,10,197,144,50.2857142857143,55,618,421,229,68,15,176,124,49.7142857142857,21,8,6,7,0,4,2,2
"332",30,14,4,6,27,294,311,82,33,3,103,63,46.51,31,331,280,85,32,9,117,48,53.49,10,4,4,3,0,2,0,1
"333",30,15,5,5,33,280,215,104,34,9,91,60,49.82,31,343,209,104,34,7,105,65,50.18,10,5,3,4,2,0,0,1
"334",30,18,5,5,24,297,279,136,27,6,87,78,48.61,33,361,217,106,37,6,60,68,51.39,10,5,1,4,2,0,2,1
"335",30,20,6,4,25,317,244,112,33,4,81,64,46.82,26,301,214,134,26,5,65,65,53.18,10,6,4,3,1,1,1,0
"336",30,21,5,5,34,302,187,99,39,5,111,88,49.53,33,322,201,107,30,6,96,94,50.47,10,5,3,4,0,1,2,0
"337",30,24,8,10,41,575,438,144,74,11,162,136,49.6666666666667,44,495,459,240,43,7,175,131,50.3333333333333,18,8,6,9,2,0,0,1
"338",30,25,6,4,35,313,284,133,29,9,95,65,52.22,29,324,250,135,33,6,123,65,47.78,10,6,5,4,1,0,0,0
"339",30,26,6,12,34,545,479,160,43,2,170,168,46.7055555555556,51,613,430,162,50,10,153,203,53.2944444444444,18,6,3,9,2,2,1,1
"340",30,27,6,4,33,340,206,93,37,7,53,77,52.85,31,251,216,93,32,11,80,67,47.15,10,6,5,3,1,1,0,0
"341",30,28,5,5,36,339,270,93,38,6,80,69,47.38,29,320,283,95,37,5,95,61,52.62,10,5,3,3,2,2,0,0
"342",30,29,6,4,33,299,275,137,30,7,103,72,48.35,32,359,234,93,41,9,116,80,51.65,10,6,4,3,1,0,1,1
"343",30,31,9,15,70,751,580,317,87,16,202,161,50.4791666666667,81,791,537,318,92,22,222,142,49.5208333333333,24,9,6,12,1,1,2,2
"344",30,32,4,6,20,282,275,111,30,6,109,65,44.11,26,330,251,101,34,6,107,45,55.89,10,4,2,5,2,1,0,0
"345",30,33,12,12,60,763,649,226,80,12,188,163,52.7416666666667,58,753,609,266,69,9,204,202,47.2583333333333,24,12,11,10,1,0,0,2
"346",30,34,3,7,25,303,249,116,28,6,91,73,49.68,36,359,237,104,33,7,98,76,50.32,10,3,1,5,1,1,1,1
"347",30,35,7,6,34,404,345,117,38,10,147,85,48.1076923076923,32,446,389,119,38,8,128,81,51.8923076923077,13,7,6,5,0,0,1,1
"348",30,36,9,6,48,444,356,235,47,9,98,78,51.1533333333333,42,498,377,230,53,13,104,77,48.8466666666667,15,9,9,5,0,1,0,0
"349",30,37,4,6,24,286,241,77,34,6,84,63,49.11,26,319,184,99,28,4,65,74,50.89,10,4,3,4,1,1,0,1
"350",30,38,1,1,9,66,67,16,7,1,22,13,55,9,63,45,16,7,4,26,19,45,2,1,1,1,0,0,0,0
"351",30,5,13,13,84,872,838,314,75,14,268,197,50.9461538461538,84,859,763,276,88,18,279,208,49.0538461538462,26,13,10,9,1,1,2,3
"352",31,11,10,6,41,447,517,132,48,10,124,122,46.5875,32,507,315,102,58,5,142,127,53.4125,16,10,6,4,3,1,1,1
"353",31,12,26,8,100,980,766,473,135,26,245,187,49.9823529411765,67,968,837,498,129,18,229,165,50.0176470588235,34,26,21,8,3,0,2,0
"354",31,14,6,4,29,273,237,83,33,3,97,39,48.82,23,316,303,100,29,1,92,34,51.18,10,6,5,4,0,0,1,0
"355",31,15,6,4,42,275,209,91,27,7,68,57,47.04,35,312,211,72,27,5,83,73,52.96,10,6,5,3,1,1,0,0
"356",31,18,4,6,25,276,205,69,26,5,63,59,48.29,26,276,205,63,28,4,49,69,51.71,10,4,4,5,0,1,0,0
"357",31,20,7,3,32,307,164,81,43,8,80,51,51.05,25,276,173,103,32,5,57,53,48.95,10,7,6,3,1,0,0,0
"358",31,21,6,4,30,301,144,101,26,4,81,54,51.86,26,269,185,95,29,9,90,61,48.14,10,6,5,4,1,0,0,0
"359",31,24,9,17,67,769,617,223,73,18,199,190,47.6615384615385,90,825,657,220,75,26,219,177,52.3384615384615,26,9,6,15,1,1,2,1
"360",31,25,6,4,32,289,210,80,23,4,99,66,50.6,28,291,217,58,34,8,103,68,49.4,10,6,6,3,0,0,0,1
"361",31,27,6,4,33,329,192,94,29,3,53,70,48.57,30,281,188,97,34,3,57,73,51.43,10,6,4,4,1,0,1,0
"362",31,28,5,5,32,350,223,86,35,6,72,48,48.74,30,287,244,112,27,5,46,53,51.26,10,5,5,4,0,0,0,1
"363",31,29,4,6,29,306,207,73,27,6,116,68,43.23,29,311,186,65,26,6,115,82,56.77,10,4,4,6,0,0,0,0
"364",31,32,7,3,27,286,224,112,40,7,104,56,48.39,16,270,249,130,31,4,84,63,51.61,10,7,6,1,0,2,1,0
"365",31,34,3,7,25,282,196,110,33,5,77,69,47.68,34,277,188,109,33,9,78,64,52.32,10,3,1,5,2,1,0,1
"366",31,35,7,7,46,386,296,177,52,9,136,78,50.6,40,439,346,195,46,12,116,87,49.4,14,7,4,5,2,1,1,1
"367",31,36,9,6,43,452,277,139,46,9,96,72,49.2,34,474,392,162,50,9,69,99,50.8,15,9,8,6,0,0,1,0
"368",31,37,5,5,20,283,198,82,33,4,61,57,50.92,21,290,171,84,31,3,46,62,49.08,10,5,4,4,0,0,1,1
"369",31,38,0,2,4,67,43,18,7,3,22,12,52.9,8,66,38,18,7,4,14,23,47.1,2,0,0,2,0,0,0,0
"370",32,14,22,14,94,967,1266,445,120,24,361,156,50.3,84,1086,1224,454,115,24,433,144,49.7,36,22,15,9,3,3,4,2
"371",32,15,15,11,70,738,712,382,88,18,224,171,49.2346153846154,66,775,597,340,100,13,309,149,50.7653846153846,26,15,12,11,2,0,1,0
"372",32,28,17,10,84,893,723,278,80,18,188,122,49.9851851851852,59,778,722,256,93,13,216,131,50.0148148148148,27,17,14,5,2,1,1,4
"373",32,29,12,20,67,929,919,456,86,7,388,184,50.296875,91,1024,728,375,124,23,396,238,49.703125,32,12,10,14,1,2,1,4
"374",32,35,14,5,61,623,552,179,59,17,232,102,54.6631578947368,48,555,595,180,66,10,218,122,45.3368421052632,19,14,8,2,4,3,2,0
"375",32,36,5,8,34,419,287,135,42,8,68,51,53.4230769230769,38,363,302,138,45,7,64,58,46.5769230769231,13,5,5,4,0,3,0,1
"376",32,37,13,5,44,475,418,200,43,5,147,73,44.9388888888889,36,552,324,155,59,10,144,103,55.0611111111111,18,13,11,4,1,1,1,0
"377",32,38,1,3,8,96,87,31,9,2,33,19,50.825,11,153,81,25,11,1,40,30,49.175,4,1,1,2,0,0,0,1
"378",33,11,2,8,23,309,302,112,29,3,83,72,47.89,24,307,176,106,32,7,82,63,52.11,10,2,2,4,0,1,0,3
"379",33,12,13,8,59,676,447,215,79,10,165,128,47.1904761904762,53,636,394,215,78,16,194,115,52.8095238095238,21,13,7,6,3,0,3,2
"380",33,14,2,8,14,273,263,76,27,3,85,46,47.79,36,290,322,72,24,7,82,51,52.21,10,2,2,8,0,0,0,0
"381",33,15,5,5,26,323,228,200,28,6,82,58,50.04,27,348,200,153,35,6,91,54,49.96,10,5,4,4,0,0,1,1
"382",33,18,4,6,26,319,209,132,28,1,62,76,48.44,35,310,177,130,29,6,64,69,51.56,10,4,4,5,0,0,0,1
"383",33,20,6,4,27,342,220,83,31,8,53,67,53.61,23,316,196,77,34,4,54,59,46.39,10,6,4,2,0,1,2,1
"384",33,21,3,7,30,306,194,97,29,6,86,64,49.53,41,279,174,91,32,9,105,77,50.47,10,3,3,6,0,0,0,1
"385",33,24,7,12,47,544,435,210,71,13,120,139,49.1368421052632,57,581,460,231,62,16,138,116,50.8631578947368,19,7,5,8,0,2,2,2
"386",33,25,3,7,29,306,265,95,29,6,113,79,49,34,312,272,99,22,4,115,98,51,10,3,3,4,0,2,0,1
"387",33,27,5,5,30,341,181,84,32,7,45,81,48.32,27,297,244,76,36,5,47,65,51.68,10,5,4,5,1,0,0,0
"388",33,28,5,5,21,300,244,85,28,4,88,67,43.72,23,306,272,85,30,8,69,66,56.28,10,5,5,3,0,2,0,0
"389",33,29,5,5,23,273,254,61,22,2,128,91,47.55,25,331,183,49,28,2,131,97,52.45,10,5,3,4,1,0,1,1
"390",33,31,10,16,78,802,576,321,87,13,184,187,49.2769230769231,95,805,580,301,86,22,207,185,50.7230769230769,26,10,7,11,1,3,2,2
"391",33,32,6,4,36,302,210,95,37,7,84,58,44.4,25,343,267,115,32,6,100,53,55.6,10,6,6,3,0,0,0,1
"392",33,34,5,5,27,302,197,114,25,4,85,88,47.18,28,343,198,100,27,6,63,72,52.82,10,5,4,3,0,0,1,2
"393",33,35,7,8,47,435,342,129,50,13,144,81,49.3666666666667,55,464,421,145,43,9,127,94,50.6333333333333,15,7,7,5,0,2,0,1
"394",33,36,5,10,31,497,308,155,51,4,93,79,51.5866666666667,45,471,378,142,46,13,79,104,48.4133333333333,15,5,3,7,0,0,2,3
"395",33,37,3,7,18,280,228,96,36,3,70,59,46.78,33,320,161,100,32,5,49,69,53.22,10,3,2,7,0,0,1,0
"396",33,38,1,1,6,44,35,14,4,1,22,22,47.6,8,76,31,8,7,0,19,26,52.4,2,1,0,1,1,0,0,0
"397",34,14,11,7,51,473,443,186,59,13,172,72,51.1666666666667,46,524,501,172,56,13,163,77,48.8333333333333,18,11,7,2,2,4,2,1
"398",34,15,14,13,84,813,582,274,81,19,199,193,49.1592592592593,77,803,472,308,75,15,264,197,50.8407407407407,27,14,12,9,2,2,0,2
"399",34,18,16,18,84,961,746,302,111,16,268,200,51.0117647058824,78,967,729,329,97,15,174,230,48.9882352941176,34,16,15,14,1,1,0,3
"400",34,20,9,9,47,582,356,193,58,9,143,104,51.3611111111111,45,498,364,225,54,12,133,105,48.6388888888889,18,9,6,8,2,0,1,1
"401",34,21,8,10,57,465,257,163,49,12,162,128,52.2166666666667,56,501,322,158,57,12,184,135,47.7833333333333,18,8,8,4,0,3,0,3
"402",34,25,14,4,49,547,348,142,56,10,184,137,52.0444444444444,33,531,351,174,51,9,201,145,47.9555555555556,18,14,12,4,1,0,1,0
"403",34,27,20,12,114,1062,605,349,109,18,208,282,50.728125,86,901,654,373,98,12,218,210,49.271875,32,20,18,10,2,1,0,1
"404",34,28,11,7,48,602,404,142,57,7,123,95,48.0222222222222,44,492,395,158,49,11,106,114,51.9777777777778,18,11,7,4,2,1,2,2
"405",34,29,15,10,68,730,715,313,63,8,284,166,49.828,57,772,591,227,93,19,284,218,50.172,25,15,11,9,3,0,1,1
"406",34,32,15,16,85,928,743,330,119,17,349,213,48.7516129032258,88,924,790,357,105,18,328,194,51.2483870967742,31,15,13,11,1,1,1,4
"407",34,35,17,14,92,1042,616,332,110,22,362,217,53.5806451612903,90,949,747,369,93,18,323,207,46.4193548387097,31,17,14,12,3,1,0,1
"408",34,36,9,6,43,493,286,129,36,8,87,92,50.2866666666667,31,450,351,114,35,7,103,84,49.7133333333333,15,9,9,5,0,0,0,1
"409",34,37,12,15,65,788,498,292,76,12,190,138,49.2888888888889,73,792,414,258,85,19,186,173,50.7111111111111,27,12,10,10,1,4,1,1
"410",34,38,1,2,4,100,58,20,8,0,29,27,51.8,6,113,52,18,9,2,27,29,48.2,3,1,1,1,0,0,0,1
"411",35,28,12,3,52,455,379,170,56,4,136,85,47.2666666666667,35,432,412,166,58,13,143,66,52.7333333333333,15,12,9,3,0,0,3,0
"412",35,38,2,6,21,256,244,66,31,8,95,60,53.4625,26,229,190,82,22,4,98,78,46.5375,8,2,2,5,0,1,0,0
"413",36,28,9,4,35,384,400,171,38,9,56,63,50.4,34,432,341,155,47,11,61,70,49.6,13,9,6,4,1,0,2,0
"414",36,35,4,6,32,313,247,119,35,4,75,57,47.23,34,308,202,115,36,10,73,69,52.77,10,4,3,6,1,0,0,0
"415",36,37,8,5,31,374,276,134,32,6,43,51,47.1846153846154,26,388,221,120,38,10,78,76,52.8153846153846,13,8,5,4,1,0,2,1
"416",36,38,1,1,7,53,49,14,5,0,16,22,54.85,7,76,41,14,5,2,14,12,45.15,2,1,1,1,0,0,0,0
"417",37,28,12,6,51,550,298,138,56,12,81,80,49.0055555555556,38,504,413,186,46,7,80,94,50.9944444444444,18,12,10,3,1,2,1,1
"418",37,35,13,16,73,806,501,281,92,13,262,149,52.0827586206897,86,843,682,280,88,18,220,157,47.9172413793103,29,13,11,14,1,2,1,0
"419",37,38,3,0,13,98,46,23,9,2,23,26,49.3666666666667,6,83,65,23,9,2,18,16,50.6333333333333,3,3,3,0,0,0,0,0
"420",5,11,4,6,26,315,307,84,34,7,78,72,52.16,34,341,192,70,40,14,90,83,47.84,10,4,2,4,2,1,0,1
"421",5,12,12,9,55,593,537,157,64,6,185,157,48.1428571428571,51,671,530,161,63,5,191,108,51.8571428571429,21,12,9,6,1,2,2,1
"422",5,14,4,6,21,298,322,96,28,6,100,68,50.96,28,331,355,87,26,5,124,58,49.04,10,4,3,5,0,0,1,1
"423",5,15,8,2,35,310,229,100,33,10,128,80,49.02,28,376,251,102,27,4,116,72,50.98,10,8,6,2,1,0,1,0
"424",5,18,2,8,22,281,284,97,29,2,86,74,47.87,37,375,251,95,25,5,66,92,52.13,10,2,2,6,0,2,0,0
"425",5,20,6,4,29,334,266,190,40,3,101,80,55.48,24,340,230,239,36,3,91,59,44.52,10,6,5,3,0,0,1,1
"426",5,21,7,3,31,290,174,109,29,4,112,102,48.65,22,298,222,110,29,4,98,91,51.35,10,7,6,3,0,0,1,0
"427",5,24,8,16,58,749,748,231,78,15,269,219,50.9833333333333,77,773,719,223,77,23,287,205,49.0166666666667,24,8,5,11,2,4,1,1
"428",5,25,8,2,35,285,259,130,29,6,126,100,48.05,23,359,289,88,35,4,115,80,51.95,10,8,6,2,2,0,0,0
"429",5,26,8,10,47,529,491,169,53,9,178,217,44.8888888888889,49,634,418,171,53,12,205,203,55.1111111111111,18,8,6,9,1,1,1,0
"430",5,27,5,5,36,337,267,96,37,12,71,106,49.46,25,313,315,100,35,4,60,79,50.54,10,5,4,3,1,1,0,1
"431",5,28,4,6,27,316,275,93,28,9,91,78,45.45,27,331,274,69,40,8,94,72,54.55,10,4,3,5,0,0,1,1
"432",5,29,1,9,17,261,278,135,26,5,110,75,48.4,39,401,210,91,42,6,102,97,51.6,10,1,0,7,0,1,1,1
"433",5,31,9,15,61,702,576,271,71,8,179,170,51.9958333333333,69,734,593,250,77,11,212,183,48.0041666666667,24,9,8,13,1,1,0,1
"434",5,32,7,3,37,308,238,98,34,8,127,79,47.83,27,350,277,134,31,6,99,63,52.17,10,7,6,3,1,0,0,0
"435",5,33,12,12,64,715,643,275,59,14,203,199,49.0125,67,820,568,203,80,12,229,195,50.9875,24,12,11,10,0,1,1,1
"436",5,34,6,4,30,270,232,88,29,7,113,90,46.58,28,316,224,97,34,7,102,87,53.42,10,6,4,4,0,0,2,0
"437",5,35,4,9,40,379,379,157,47,11,155,106,52.6076923076923,52,428,380,161,50,11,137,89,47.3923076923077,13,4,2,6,2,2,0,1
"438",5,36,5,10,39,472,355,115,37,5,147,120,52.7133333333333,52,482,445,94,41,10,129,132,47.2866666666667,15,5,5,9,0,1,0,0
"439",5,37,2,8,16,275,245,95,27,5,94,80,48.16,20,292,207,77,32,6,86,87,51.84,10,2,2,7,0,0,0,1
"440",5,38,1,1,6,48,50,12,7,1,30,27,51.45,9,59,51,14,6,1,26,33,48.55,2,1,0,1,0,0,1,0
"441",6,1,13,19,75,1009,1025,420,96,15,337,171,51.575,85,922,911,333,123,23,365,255,48.425,32,13,9,16,3,1,1,2
"442",6,11,7,9,47,525,549,136,41,12,124,125,53.45625,42,541,384,130,49,7,168,173,46.54375,16,7,6,6,1,2,0,1
"443",6,12,19,7,86,818,630,217,80,20,182,151,51.0038461538461,60,739,621,197,90,14,241,144,48.9961538461539,26,19,13,6,5,0,1,1
"444",6,14,5,5,19,289,335,106,25,3,77,59,48.98,24,305,309,92,32,7,97,57,51.02,10,5,5,4,0,1,0,0
"445",6,15,6,4,35,349,209,89,37,8,82,67,52.26,26,324,238,112,32,5,119,80,47.74,10,6,6,2,0,1,0,1
"446",6,18,4,6,24,321,260,87,25,7,58,81,48.27,27,258,272,77,25,3,60,83,51.73,10,4,4,3,0,2,0,1
"447",6,19,16,10,78,916,491,319,79,14,186,139,52.65,60,753,643,297,90,10,204,179,47.35,26,16,12,6,3,2,1,2
"448",6,20,5,5,31,342,216,89,31,7,79,82,53.93,33,269,232,132,22,3,92,74,46.07,10,5,5,5,0,0,0,0
"449",6,21,6,4,29,322,156,88,29,5,99,84,56.39,21,280,224,78,34,4,142,111,43.61,10,6,5,1,1,2,0,1
"450",6,24,3,15,37,593,465,190,55,13,166,120,55.1111111111111,55,515,460,177,58,13,205,176,44.8888888888889,18,3,3,10,0,4,0,1
"451",6,25,4,6,32,376,221,109,28,9,90,63,51.31,29,296,262,97,34,6,151,83,48.69,10,4,4,3,0,1,0,2
"452",6,26,12,6,60,577,454,144,46,8,158,122,50.3222222222222,37,563,451,132,52,11,156,192,49.6777777777778,18,12,8,1,3,3,1,2
"453",6,27,3,7,20,300,203,123,25,4,55,83,52.54,25,283,216,105,32,3,83,106,47.46,10,3,3,6,0,0,0,1
"454",6,28,10,0,44,300,237,89,30,9,58,62,55.2,14,268,258,98,30,6,80,69,44.8,10,10,10,0,0,0,0,0
"455",6,29,7,3,31,262,252,73,20,6,100,87,50.96,25,328,220,53,30,7,114,92,49.04,10,7,6,3,1,0,0,0
"456",6,30,15,17,90,1053,921,316,86,23,314,246,52.690625,79,962,1034,330,87,12,374,311,47.309375,32,15,12,10,2,5,1,2
"457",6,31,19,10,83,866,679,368,77,20,252,224,52.3034482758621,69,800,767,319,101,19,293,244,47.6965517241379,29,19,15,8,1,1,3,1
"458",6,32,1,9,19,326,267,77,33,4,112,47,46.76,39,275,279,91,26,5,113,68,53.24,10,1,0,8,0,1,1,0
"459",6,33,19,6,80,845,570,262,69,16,184,168,54.644,46,731,611,241,76,7,243,216,45.356,25,19,16,5,3,0,0,1
"460",6,34,5,5,30,303,209,109,33,8,74,68,50.95,25,289,197,144,31,6,98,67,49.05,10,5,4,4,1,0,0,1
"461",6,35,8,5,34,410,321,116,40,5,116,78,53.8461538461538,26,398,357,119,39,3,158,105,46.1538461538462,13,8,5,3,1,0,2,2
"462",6,36,9,6,51,523,351,187,47,6,118,106,52.8466666666667,44,407,420,153,48,9,131,120,47.1533333333333,15,9,5,4,2,1,2,1
"463",6,37,6,4,28,277,211,96,30,4,76,60,48.32,24,310,184,92,25,2,77,76,51.68,10,6,4,3,2,0,0,1
"464",6,38,1,1,3,50,49,16,4,0,22,24,42.05,4,55,49,8,7,0,24,36,57.95,2,1,1,1,0,0,0,0
"465",6,5,20,19,115,1374,1232,365,108,24,386,263,52.9179487179487,107,1127,1343,384,116,25,465,355,47.0820512820513,39,20,15,15,2,3,3,1
